tingkat setelah parent,parent,similarity
3,purwakarta,"[('tasikmalaya', 0.7895569801330566), ('cianjur', 0.7728085517883301), ('padalarang', 0.758759081363678), ('majalengka', 0.7518791556358337), ('garut', 0.7408190965652466), ('cibatu', 0.7382585406303406), ('cicalengka', 0.7330455780029297), ('karawang', 0.7299838066101074), ('sukabumi', 0.7260526418685913), ('ciamis', 0.7211009860038757)]"
3,surabaya,"[('semarang', 0.7880793809890747), ('malang', 0.724402129650116), ('jakarta', 0.6788262128829956), ('madiun', 0.6739820837974548), ('bandung', 0.6485385894775391), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708691596985), ('palembang', 0.6329646706581116), ('surakarta', 0.6244343519210815), ('jember', 0.6240251064300537)]"
3,magelang,"[('temanggung', 0.7698609828948975), ('klaten', 0.7642682790756226), ('purworejo', 0.760752260684967), ('semarang', 0.7497219443321228), ('sragen', 0.7440623044967651), ('wonogiri', 0.7381899952888489), ('madiun', 0.7303692698478699), ('purbalingga', 0.7274575233459473), ('salatiga', 0.7232396602630615), ('wonosobo', 0.7207026481628418)]"
3,yogyakarta,"[('surakarta', 0.8291753530502319), ('semarang', 0.7460446953773499), ('jogjakarta', 0.7178210616111755), ('yogya', 0.6863094568252563), ('jogja', 0.6523117423057556), ('surabaya', 0.6419416069984436), ('diy', 0.63551926612854), ('bandung', 0.6323790550231934), ('magelang', 0.6301012635231018), ('madiun', 0.6253613233566284)]"
3,pekalongan,"[('semarang', 0.7401672005653381), ('tegal', 0.7270417809486389), ('pemalang', 0.720807671546936), ('brebes', 0.7192357778549194), ('banyumas', 0.7113262414932251), ('wonosobo', 0.7089510560035706), ('banjarnegara', 0.7062557935714722), ('purworejo', 0.7034939527511597), ('sragen', 0.703156590461731), ('probolinggo', 0.700782835483551)]"
3,surakarta,"[('yogyakarta', 0.8291754722595215), ('semarang', 0.7265726327896118), ('salatiga', 0.6889053583145142), ('pekalongan', 0.662184476852417), ('magelang', 0.6536304950714111), ('madiun', 0.6431910395622253), ('jogjakarta', 0.6431556344032288), ('mataram', 0.6430928707122803), ('kraton', 0.6309205293655396), ('mangkunegaran', 0.6308548450469971)]"
3,madiun,"[('mojokerto', 0.7328988313674927), ('magelang', 0.7303693294525146), ('blitar', 0.7289074063301086), ('semarang', 0.7243847846984863), ('pasuruan', 0.7180318832397461), ('jombang', 0.7109017968177795), ('jember', 0.7049100399017334), ('kediri', 0.7018264532089233), ('cilacap', 0.6916697025299072), ('ngawi', 0.6870993971824646)]"
3,tegal,"[('pekalongan', 0.7270419001579285), ('semarang', 0.7242746353149414), ('slawi', 0.7232685685157776), ('brebes', 0.6984763741493225), ('banyumas', 0.6907283067703247), ('cilacap', 0.6837838292121887), ('blitar', 0.6653433442115784), ('cirebon', 0.662901759147644), ('blora', 0.6560761332511902), ('madiun', 0.6516520977020264)]"
3,malang,"[('surabaya', 0.724402129650116), ('kediri', 0.7242322564125061), ('semarang', 0.720335066318512), ('blitar', 0.6941945552825928), ('bandung', 0.6888079643249512), ('jember', 0.6851326823234558), ('mojokerto', 0.6767305135726929), ('probolinggo', 0.6701105237007141), ('madiun', 0.6524861454963684), ('magelang', 0.6356691122055054)]"
3,salatiga,"[('magelang', 0.7232397794723511), ('semarang', 0.7184394598007202), ('pekalongan', 0.6997230648994446), ('surakarta', 0.6889053583145142), ('klaten', 0.6868507862091064), ('mungkid', 0.6693267226219177), ('ambarawa', 0.6595622897148132), ('sragen', 0.654674232006073), ('purwokerto', 0.6503782272338867), ('gombong', 0.6410027146339417)]"
3,purwokerto,"[('kutoarjo', 0.7460398077964783), ('maos', 0.7184079885482788), ('semarang', 0.7121426463127136), ('kroya', 0.7045246958732605), ('cilacap', 0.700181245803833), ('gombong', 0.6655066013336182), ('madiun', 0.6618604063987732), ('pekalongan', 0.6560389399528503), ('kertosono', 0.6534048914909363), ('salatiga', 0.6503781080245972)]"
3,surakarta,"[('yogyakarta', 0.8291754722595215), ('semarang', 0.7265726327896118), ('salatiga', 0.6889053583145142), ('pekalongan', 0.662184476852417), ('magelang', 0.6536304950714111), ('madiun', 0.6431910395622253), ('jogjakarta', 0.6431556344032288), ('mataram', 0.6430928707122803), ('kraton', 0.6309205293655396), ('mangkunegaran', 0.6308548450469971)]"
3,semarang,"[('surabaya', 0.7880793213844299), ('magelang', 0.7497220039367676), ('yogyakarta', 0.7460446357727051), ('pekalongan', 0.7401672005653381), ('surakarta', 0.7265726327896118), ('madiun', 0.7243849039077759), ('tegal', 0.7242745757102966), ('malang', 0.720335066318512), ('salatiga', 0.718439519405365), ('purwokerto', 0.7121427059173584)]"
3,jogjakarta,"[('yogya', 0.7407947778701782), ('jogja', 0.7255638241767883), ('yogyakarta', 0.7178210616111755), ('jogyakarta', 0.7072043418884277), ('yogjakarta', 0.6903228163719177), ('kridosono', 0.6626003980636597), ('kaliurang', 0.6512534618377686), ('surakarta', 0.6431556940078735), ('jogya', 0.6384562849998474), ('jatinangor', 0.6178601384162903)]"
3,yogya,"[('jogjakarta', 0.7407946586608887), ('jogja', 0.7282152771949768), ('malioboro', 0.6998417377471924), ('yogyakarta', 0.6863094568252563), ('beteng', 0.6326900720596313), ('kaliurang', 0.6291725635528564), ('jogya', 0.6246381402015686), ('pandanaran', 0.6227102875709534), ('griya', 0.6184660196304321), ('kotagede', 0.6158148646354675)]"
3,jogja,"[('yogya', 0.7282151579856873), ('jogjakarta', 0.7255637645721436), ('malioboro', 0.6782422661781311), ('yogyakarta', 0.6523117423057556), ('jogya', 0.6322392225265503), ('plasa', 0.6030609607696533), ('skj', 0.5961465835571289), ('greenmapper', 0.5915966033935547), ('semarang', 0.5844159126281738), ('griya', 0.5825328230857849)]"
3,surabaya,"[('semarang', 0.7880793809890747), ('malang', 0.724402129650116), ('jakarta', 0.6788262128829956), ('madiun', 0.6739820837974548), ('bandung', 0.6485385894775391), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708691596985), ('palembang', 0.6329646706581116), ('surakarta', 0.6244343519210815), ('jember', 0.6240251064300537)]"
