,tingkat setelah parent,parent,similarity
8445,5,fahrin,"[('silayar', 0.9417518973350525), ('gunarsih', 0.8751171827316284), ('ellisa', 0.8512490391731262), ('hariyanti', 0.8469690680503845), ('salsanabila', 0.8437837958335876), ('lukum', 0.8380272388458252), ('yendri', 0.832375705242157), ('huttami', 0.8263601064682007), ('indiarti', 0.8246027231216431), ('yudiya', 0.814816951751709)]"
8446,5,bachmid,"[('tjindarbumi', 0.8613035678863525), ('novyansari', 0.8426308631896973), ('gracelia', 0.841624915599823), ('meriatul', 0.8409641981124878), ('karenza', 0.8382404446601868), ('fariha', 0.8364677429199219), ('ernawati', 0.8352429866790771), ('feriska', 0.8339230418205261), ('sinatrya', 0.8330718278884888), ('chumaira', 0.8325579166412354)]"
8449,5,nazril,"[('irham', 0.8839405179023743), ('judika', 0.7815995812416077), ('denada', 0.7696166038513184), ('tompi', 0.7636365294456482), ('irwansyah', 0.7622951865196228), ('monita', 0.7578946352005005), ('ismi', 0.7571573257446289), ('syafaruddin', 0.75193190574646), ('mahdami', 0.7515338063240051), ('rifki', 0.7511429190635681)]"
8450,5,rizkiridho,"[('josia', 0.7852323055267334), ('yendri', 0.7734003663063049), ('dieva', 0.7630198001861572), ('andryani', 0.762319028377533), ('salsanabila', 0.7582641243934631), ('nurafni', 0.7503804564476013), ('fauzistha', 0.7495466470718384), ('tunnajaya', 0.7486911416053772), ('nashwa', 0.7474725246429443), ('syafaruddin', 0.7457444667816162)]"
8451,5,adly,"[('fairuz', 0.8749871850013733), ('shireen', 0.799720823764801), ('donita', 0.7966310977935791), ('syakieb', 0.7897598743438721), ('aliando', 0.7809557914733887), ('zacky', 0.7758115530014038), ('sungkar', 0.7757018208503723), ('naysila', 0.7729737758636475), ('anjasmara', 0.7696390748023987), ('mirdad', 0.768510103225708)]"
8452,5,sungkar,"[('shireen', 0.86576908826828), ('fairuz', 0.8552309274673462), ('syarief', 0.8446787595748901), ('rifky', 0.8096148371696472), ('febby', 0.8082780241966248), ('hadju', 0.8061097264289856), ('jihan', 0.8015762567520142), ('shahab', 0.8004429936408997), ('febiola', 0.7997954487800598), ('fachri', 0.7994803786277771)]"
8454,5,shireen,"[('sungkar', 0.8657691478729248), ('fairuz', 0.8386569619178772), ('syakieb', 0.8379976749420166), ('donita', 0.8307554125785828), ('afifa', 0.8144898414611816), ('bramasta', 0.8115256428718567), ('dhini', 0.8104948997497559), ('aminarti', 0.8079311847686768), ('syahira', 0.8065959811210632), ('fedi', 0.8010216951370239)]"
8456,5,syakieb,"[('shireen', 0.837997555732727), ('sefira', 0.8312101364135742), ('afifa', 0.8257060050964355), ('meyda', 0.8238157629966736), ('wildblood', 0.8207420706748962), ('soebandono', 0.8187227845191956), ('naysila', 0.8186943531036377), ('fairuz', 0.81540447473526), ('syahira', 0.810847282409668), ('hadju', 0.8081945180892944)]"
8457,5,syarief,"[('sungkar', 0.8446785807609558), ('aliando', 0.8416860699653625), ('anjasmara', 0.8344394564628601), ('fachri', 0.8294053673744202), ('zacky', 0.8270036578178406), ('aming', 0.8218131065368652), ('fadhillah', 0.8147250413894653), ('fairuz', 0.8144342303276062), ('fadillah', 0.8136112093925476), ('zulmi', 0.8130401372909546)]"
8459,5,zacky,"[('zimah', 0.8506412506103516), ('fachri', 0.8271288275718689), ('syarief', 0.8270035982131958), ('rifky', 0.8194100260734558), ('fairuz', 0.8062246441841125), ('donita', 0.8062130808830261), ('acho', 0.79827880859375), ('mirdad', 0.7927257418632507), ('eza', 0.7924306988716125), ('aming', 0.792011559009552)]"
8460,5,mirdad,"[('naysila', 0.8598976135253906), ('zimah', 0.8228509426116943), ('febiola', 0.8190473914146423), ('hadju', 0.8127315640449524), ('donita', 0.8113693594932556), ('syakieb', 0.8067950010299683), ('rifky', 0.805917501449585), ('fachri', 0.8037176728248596), ('fairuz', 0.8018543124198914), ('febby', 0.8003682494163513)]"
8461,5,riska,"[('ramadhani', 0.871662974357605), ('puspitasari', 0.8554396629333496), ('alivia', 0.8441138863563538), ('wulandari', 0.843603253364563), ('anggraini', 0.8427590131759644), ('yulianti', 0.8427566289901733), ('novyansari', 0.8423303961753845), ('yunita', 0.8390181660652161), ('dita', 0.8378159999847412), ('winda', 0.8340888023376465)]"
8467,5,novita,"[('aryani', 0.8736870288848877), ('anggraini', 0.864645779132843), ('yulianti', 0.8635949492454529), ('puspitasari', 0.863434910774231), ('fitriana', 0.8545455932617188), ('anggraeni', 0.8501876592636108), ('ramadhani', 0.8495050072669983), ('febiola', 0.8451229929924011), ('safitri', 0.8451009392738342), ('alivia', 0.8442658185958862)]"
8469,5,berliana,"[('afifa', 0.8659719824790955), ('pratiwi', 0.8638019561767578), ('febriani', 0.8620864748954773), ('permatasari', 0.8580160737037659), ('aqilah', 0.8568696975708008), ('ramadhani', 0.853641927242279), ('alivia', 0.851686954498291), ('herlinda', 0.8497809171676636), ('dita', 0.8490867614746094), ('novyansari', 0.8484944701194763)]"
8482,5,zahra,"[('azizah', 0.8271281123161316), ('fatimah', 0.7981621026992798), ('syifa', 0.7876858711242676), ('khadijah', 0.7795893549919128), ('ummi', 0.7731056213378906), ('aisyah', 0.7699400782585144), ('nabila', 0.7647132277488708), ('rahma', 0.763532817363739), ('anisa', 0.7604157328605652), ('aqilah', 0.7511700391769409)]"
8485,5,anisa,"[('rahma', 0.8726838827133179), ('annisa', 0.8698910474777222), ('ramadhani', 0.8669643998146057), ('salsabila', 0.8577921390533447), ('anggraini', 0.8446359634399414), ('adelia', 0.8346481919288635), ('nabila', 0.8329504132270813), ('winda', 0.8326303362846375), ('safitri', 0.8293578624725342), ('aqilah', 0.8290293216705322)]"
8486,5,nabila,"[('jihan', 0.8567416667938232), ('dinda', 0.8431902527809143), ('safira', 0.8385405540466309), ('annisa', 0.837908148765564), ('winda', 0.8342374563217163), ('rifky', 0.8338235020637512), ('anisa', 0.8329504728317261), ('nadya', 0.8261526823043823), ('rianti', 0.8209248185157776), ('larasati', 0.8199267983436584)]"
8761,1,senin,"[('selasa', 0.8694994449615479), ('sabtu', 0.8679021000862122), ('kamis', 0.8537953495979309), ('jumat', 0.8275813460350037), ('rabu', 0.826034665107727), ('sore', 0.6702617406845093), ('pagi', 0.6610288619995117), ('petang', 0.6421505808830261), ('dinihari', 0.6411405801773071), ('wib', 0.623748242855072)]"
8762,2,selasa,"[('rabu', 0.8896497488021851), ('sabtu', 0.877626359462738), ('kamis', 0.8736028671264648), ('senin', 0.8694994449615479), ('jumat', 0.8170266151428223), ('dinihari', 0.7068837285041809), ('ahad', 0.6483930349349976), ('sore', 0.622729480266571), ('pagi', 0.6208085417747498), ('wib', 0.6119973063468933)]"
8763,2,sabtu,"[('selasa', 0.8776264786720276), ('kamis', 0.8707577586174011), ('senin', 0.8679022192955017), ('jumat', 0.8542583584785461), ('rabu', 0.8243231177330017), ('pagi', 0.679991602897644), ('sore', 0.6734711527824402), ('ahad', 0.6367354393005371), ('dinihari', 0.6305697560310364), ('petang', 0.6280474662780762)]"
8764,2,kamis,"[('selasa', 0.8736029863357544), ('sabtu', 0.8707578778266907), ('rabu', 0.8629360198974609), ('senin', 0.8537955284118652), ('jumat', 0.8172472715377808), ('dinihari', 0.6584864258766174), ('pagi', 0.637161374092102), ('sore', 0.6306428909301758), ('ahad', 0.6278308033943176), ('petang', 0.6178857684135437)]"
8765,2,jumat,"[('sabtu', 0.8542582988739014), ('senin', 0.8275813460350037), ('kamis', 0.817247211933136), ('selasa', 0.8170266151428223), ('rabu', 0.7944782376289368), ('ahad', 0.683329701423645), ('pagi', 0.6636762022972107), ('dinihari', 0.6537397503852844), ('petang', 0.6464948058128357), ('kliwon', 0.6385819911956787)]"
8766,2,rabu,"[('selasa', 0.8896497488021851), ('kamis', 0.8629361391067505), ('senin', 0.8260348439216614), ('sabtu', 0.8243230581283569), ('jumat', 0.794478178024292), ('dinihari', 0.7028979063034058), ('ahad', 0.6818159222602844), ('pagi', 0.6127188801765442), ('istu', 0.6089674234390259), ('petang', 0.6089511513710022)]"
8767,3,ahad,"[('pahing', 0.7187627553939819), ('ashar', 0.6920703649520874), ('rajab', 0.6886890530586243), ('jumat', 0.683329701423645), ('rabu', 0.6818159222602844), ('syawal', 0.6740802526473999), ('isya', 0.6709789037704468), ('safar', 0.6699311137199402), ('kliwon', 0.6682347059249878), ('dzulhijjah', 0.6524707674980164)]"
8768,1,makassar,"[('manado', 0.7650018930435181), ('ambon', 0.737316370010376), ('kendari', 0.7214033603668213), ('palembang', 0.7024365663528442), ('makasar', 0.6792884469032288), ('balikpapan', 0.675868809223175), ('gorontalo', 0.6734249591827393), ('ternate', 0.6712484359741211), ('banjarmasin', 0.6558135747909546), ('parepare', 0.6426613330841064)]"
8769,2,manado,"[('ambon', 0.778994083404541), ('makassar', 0.7650017142295837), ('kendari', 0.6690382361412048), ('bitung', 0.645226240158081), ('tomohon', 0.6414216756820679), ('sibolga', 0.6361725330352783), ('gorontalo', 0.6301072239875793), ('makasar', 0.6252570748329163), ('kupang', 0.617101788520813), ('pontianak', 0.6170780062675476)]"
8770,2,ambon,"[('manado', 0.7789939641952515), ('makassar', 0.7373163104057312), ('ternate', 0.7190890908241272), ('tual', 0.6905583739280701), ('kupang', 0.6616342067718506), ('makasar', 0.6526421904563904), ('maluku', 0.6504935026168823), ('masohi', 0.6419035196304321), ('tidore', 0.6116446852684021), ('haruku', 0.6076962351799011)]"
8771,2,kendari,"[('baubau', 0.7621661424636841), ('palopo', 0.7499604821205139), ('tual', 0.7394525408744812), ('parepare', 0.7277011275291443), ('makassar', 0.7214033603668213), ('bitung', 0.7100937366485596), ('kupang', 0.6979011297225952), ('palangkaraya', 0.6955941915512085), ('mamuju', 0.6923125386238098), ('pontianak', 0.6917119026184082)]"
8772,2,palembang,"[('makassar', 0.7024365067481995), ('pekanbaru', 0.6645552515983582), ('jambi', 0.6544741988182068), ('banjarmasin', 0.6506720781326294), ('bengkulu', 0.6474037170410156), ('pontianak', 0.6383492946624756), ('surabaya', 0.6329647898674011), ('tanjungpinang', 0.6266205906867981), ('dumai', 0.6261777877807617), ('medan', 0.625846803188324)]"
8773,2,makasar,"[('makassar', 0.6792885065078735), ('ujungpandang', 0.6768785715103149), ('palangkaraya', 0.6706939339637756), ('hanlan', 0.6573381423950195), ('ambon', 0.6526421904563904), ('bitung', 0.6465306878089905), ('kupang', 0.6462867259979248), ('masohi', 0.6369932889938354), ('tual', 0.6367196440696716), ('menado', 0.6365934610366821)]"
8774,2,balikpapan,"[('tarakan', 0.8135008215904236), ('samarinda', 0.7718706130981445), ('bontang', 0.7572046518325806), ('palangkaraya', 0.7281298637390137), ('pontianak', 0.712532639503479), ('banjarmasin', 0.6811392903327942), ('makassar', 0.675868809223175), ('kendari', 0.660660982131958), ('tenggarong', 0.6602572798728943), ('singkawang', 0.6555374264717102)]"
8775,2,gorontalo,"[('bengkulu', 0.7077628970146179), ('kendari', 0.6806756258010864), ('makassar', 0.6734251976013184), ('parepare', 0.6614675521850586), ('sulawesi', 0.6599657535552979), ('maluku', 0.659121572971344), ('sulsel', 0.6545152068138123), ('palopo', 0.6464530825614929), ('baubau', 0.6346099376678467), ('tolitoli', 0.6316871643066406)]"
8776,2,ternate,"[('tidore', 0.8233423233032227), ('ambon', 0.7190890312194824), ('jailolo', 0.6973066926002502), ('bacan', 0.6807116866111755), ('makassar', 0.6712484359741211), ('maluku', 0.6388164162635803), ('gowa', 0.637122631072998), ('buton', 0.6279655694961548), ('malaka', 0.6228310465812683), ('sulu', 0.6167241334915161)]"
8777,2,banjarmasin,"[('pontianak', 0.7494269013404846), ('samarinda', 0.6912866830825806), ('martapura', 0.6845555901527405), ('banjarbaru', 0.6838390231132507), ('balikpapan', 0.6811392307281494), ('makassar', 0.6558136343955994), ('tarakan', 0.6543596982955933), ('palembang', 0.6506720781326294), ('palangkaraya', 0.6378647685050964), ('singkawang', 0.6309277415275574)]"
8778,2,parepare,"[('palopo', 0.7620823383331299), ('kendari', 0.72770094871521), ('persipare', 0.6987245082855225), ('baubau', 0.6900745034217834), ('sulsel', 0.6707442402839661), ('takalar', 0.6657980680465698), ('tual', 0.6637996435165405), ('gorontalo', 0.6614674925804138), ('kotamobagu', 0.6484179496765137), ('banjarbaru', 0.6459128856658936)]"
8782,3,bitung,"[('tual', 0.7524458765983582), ('masohi', 0.721893310546875), ('tomohon', 0.7115574479103088), ('kendari', 0.71009361743927), ('luwuk', 0.7095844149589539), ('saumlaki', 0.7067572474479675), ('palopo', 0.7053840160369873), ('kotamobagu', 0.702265202999115), ('sibolga', 0.6954153180122375), ('amurang', 0.6937013864517212)]"
8783,3,tomohon,"[('kotamobagu', 0.7342615127563477), ('bitung', 0.7115575671195984), ('pematangsiantar', 0.7076056003570557), ('amurang', 0.7013564705848694), ('bajawa', 0.6767057776451111), ('singkawang', 0.6662412881851196), ('tentena', 0.6615715026855469), ('sibolga', 0.6612578630447388), ('mamuju', 0.658182680606842), ('luwuk', 0.6557715535163879)]"
8784,3,sibolga,"[('pematangsiantar', 0.7771965861320496), ('kabanjahe', 0.7453570365905762), ('padangsidimpuan', 0.7310624718666077), ('padangsidempuan', 0.705263614654541), ('bitung', 0.6954154372215271), ('amurang', 0.6842363476753235), ('luwuk', 0.6828646659851074), ('tual', 0.6782859563827515), ('binjai', 0.6774120330810547), ('parapat', 0.6767541766166687)]"
8787,3,kupang,"[('tual', 0.7073724865913391), ('kendari', 0.6979011297225952), ('atambua', 0.697487473487854), ('masohi', 0.6905606389045715), ('larantuka', 0.684264063835144), ('maumere', 0.6800734400749207), ('bitung', 0.6627638936042786), ('ambon', 0.6616342663764954), ('pangkalpinang', 0.6586983799934387), ('waingapu', 0.657158374786377)]"
8788,3,pontianak,"[('singkawang', 0.7533384561538696), ('banjarmasin', 0.7494269013404846), ('balikpapan', 0.7125326991081238), ('kendari', 0.6917118430137634), ('palangkaraya', 0.6876357197761536), ('tarakan', 0.6811199188232422), ('banjarbaru', 0.6729028224945068), ('tanjungpinang', 0.6597638130187988), ('samarinda', 0.6520063281059265), ('makassar', 0.6425608396530151)]"
8792,3,tual,"[('masohi', 0.834747314453125), ('saumlaki', 0.801752507686615), ('sofifi', 0.7875826358795166), ('sorong', 0.7645860910415649), ('bitung', 0.7524459362030029), ('kendari', 0.7394525408744812), ('pangkalpinang', 0.7294784784317017), ('manokwari', 0.7276496291160583), ('dobo', 0.7167869210243225), ('ampana', 0.7112720012664795)]"
8795,3,maluku,"[('sulawesi', 0.7944497466087341), ('halmahera', 0.7671792507171631), ('gorontalo', 0.6591214537620544), ('ambon', 0.6504936218261719), ('minahasa', 0.6404544115066528), ('ternate', 0.6388165354728699), ('nias', 0.6141757369041443), ('tanimbar', 0.6079151034355164), ('buton', 0.6027639508247375), ('bengkulu', 0.6005340218544006)]"
8796,3,masohi,"[('tual', 0.8347473740577698), ('saumlaki', 0.7927437424659729), ('sofifi', 0.7246182560920715), ('bitung', 0.7218933701515198), ('amahai', 0.7113627791404724), ('ampana', 0.7059715986251831), ('kefamenanu', 0.70222008228302), ('kupang', 0.690560519695282), ('namlea', 0.6888284087181091), ('labuha', 0.6871170401573181)]"
8797,3,tidore,"[('bacan', 0.8267930746078491), ('ternate', 0.8233423233032227), ('jailolo', 0.8004843592643738), ('sulu', 0.7217016816139221), ('pangkajene', 0.7121976017951965), ('buton', 0.6679192185401917), ('haruku', 0.6594324111938477), ('tual', 0.6540606617927551), ('nuku', 0.6452037692070007), ('maguindanao', 0.6350039839744568)]"
8798,3,haruku,"[('saparua', 0.8131781220436096), ('nusalaut', 0.7578285932540894), ('bacan', 0.7533949017524719), ('amahai', 0.7505480647087097), ('sameth', 0.7361304759979248), ('taliabu', 0.7324714660644531), ('jailolo', 0.7290984988212585), ('kisar', 0.7276995182037354), ('atauro', 0.7218695282936096), ('wetar', 0.7209957242012024)]"
8799,3,baubau,"[('kendari', 0.7621660232543945), ('palopo', 0.7532800436019897), ('kotamobagu', 0.7304324507713318), ('parepare', 0.6900744438171387), ('tual', 0.6895118355751038), ('tanjungpinang', 0.686375081539154), ('pangkalpinang', 0.6822248101234436), ('ampana', 0.6784548759460449), ('gunungsitoli', 0.6713451147079468), ('sofifi', 0.6610080003738403)]"
8800,3,palopo,"[('parepare', 0.7620823383331299), ('baubau', 0.753279983997345), ('kendari', 0.7499604225158691), ('pinrang', 0.7378074526786804), ('takalar', 0.724830150604248), ('mamuju', 0.7212775349617004), ('kotamobagu', 0.7151351571083069), ('bitung', 0.7053841352462769), ('barru', 0.7042323350906372), ('sidrap', 0.702690064907074)]"
8806,3,palangkaraya,"[('balikpapan', 0.7281298041343689), ('samarinda', 0.7246313095092773), ('tenggarong', 0.7197403311729431), ('persepar', 0.7186055779457092), ('bontang', 0.7090311646461487), ('kendari', 0.695594072341919), ('pontianak', 0.6876356601715088), ('buntok', 0.6858117580413818), ('singkawang', 0.6831300854682922), ('sampit', 0.6830793023109436)]"
8807,3,mamuju,"[('mamasa', 0.8121209740638733), ('bombana', 0.7986303567886353), ('morowali', 0.7958514094352722), ('tolitoli', 0.7908928394317627), ('sinjai', 0.7860739827156067), ('pinrang', 0.7755107283592224), ('takalar', 0.773381769657135), ('sidrap', 0.7718691825866699), ('jeneponto', 0.7713939547538757), ('kolaka', 0.7664992809295654)]"
8810,3,pekanbaru,"[('dumai', 0.7211209535598755), ('tanjungpinang', 0.7209017276763916), ('jambi', 0.7001463770866394), ('batam', 0.6858158707618713), ('riau', 0.6815800666809082), ('bengkalis', 0.6670379638671875), ('palembang', 0.6645551919937134), ('pangkalpinang', 0.6594669222831726), ('bukittinggi', 0.6587821245193481), ('psps', 0.6582736372947693)]"
8811,3,jambi,"[('bengkulu', 0.7453407645225525), ('riau', 0.7128908038139343), ('pekanbaru', 0.7001462578773499), ('kerinci', 0.6752468943595886), ('lampung', 0.660761296749115), ('palembang', 0.6544741988182068), ('bengkalis', 0.6485674381256104), ('kepri', 0.6430935859680176), ('merangin', 0.6315801739692688), ('gorontalo', 0.626757800579071)]"
8813,3,bengkulu,"[('jambi', 0.7453407049179077), ('gorontalo', 0.7077627778053284), ('mukomuko', 0.6818331480026245), ('lampung', 0.6608540415763855), ('riau', 0.6506332159042358), ('palembang', 0.6474036574363708), ('sulsel', 0.6354147791862488), ('sumatra', 0.6349992156028748), ('kepri', 0.6329287886619568), ('sumbar', 0.6264323592185974)]"
8815,3,surabaya,"[('semarang', 0.7880793809890747), ('malang', 0.724402129650116), ('jakarta', 0.6788262128829956), ('madiun', 0.6739820837974548), ('bandung', 0.6485385894775391), ('yogyakarta', 0.6419416666030884), ('makassar', 0.6408708691596985), ('palembang', 0.6329646706581116), ('surakarta', 0.6244343519210815), ('jember', 0.6240251064300537)]"
8816,3,tanjungpinang,"[('dumai', 0.765282154083252), ('batam', 0.744634211063385), ('pangkalpinang', 0.7359452247619629), ('pekanbaru', 0.7209017276763916), ('bintan', 0.7193381190299988), ('baubau', 0.6863751411437988), ('tual', 0.6785014271736145), ('tanjungbalai', 0.6720269918441772), ('ranai', 0.6681238412857056), ('kendari', 0.666961669921875)]"
