title,date,description
"Pengakuan Pengemudi Mobil yang Nyangkut di Pohon Setelah Ditabrak Dump Truk

","Minggu, 06 Feb 2022 16:38 WIB

","Pengakuan Pengemudi Mobil yang Nyangkut di Pohon Setelah Ditabrak Dump Truk

Truk sendiri kabur usai menabrak. Untunglah kecelakaan pukul 09.00 WIB itu tak
menimbulkan korban jiwa. Ertiga bernopol W 1880 VL itu sendiri mengangkut 5
orang termasuk sopir, Khoiril (29), warga Desa Sumput, Sidoarjo.

 ""Kami bersama keluarga rencana ke Trawas Mojokerto. Ketika melintasi jalan
raya Porong lama, saya pilih lajur paling kanan. Namun tiba-tiba di depan ada
pengendara sepeda motor,"" kata Khoiril kepada detikJatim di lokasi, Minggu
(6/2/2022).

 Khoiril mengatakan saat menghindari pengendara sepeda motor, dirinya
membanting setir ke arah kiri. Bersamaan dengan itu ada dua dump truk dari
belakang yang saling kejar-kejaran.

 ""Sehingga mobil yang saya tumpangi ditabrak oleh salah satu dump truk
tersebut. Bahkan sempat terpelanting ke kiri dan terseret beberapa meter,""
jelas Khoiril.

 Khoiril menambahkan setelah terseret, mobilnya terpental melambung ke kiri
melompati saluran air yang baru di bangun. Mobil itu berhenti setelah

 ""Alhamdulillah dalam musibah ini kami sekeluarga tidak ada yang cedera, semua
selamat. Mobil yang saya bawa ini mobil rental,"" tandas Khoiril.

 "
"Bus Wisata Tabrak Tebing di Imogiri, 4 Penumpang Tewas di Lokasi

","Minggu, 06 Feb 2022 18:40 WIB

","Bus Wisata Tabrak Tebing di Imogiri, 4 Penumpang Tewas di Lokasi

Sebuah bus yang mengangkut rombongan wisatawan mengalami kecelakaan di Bukit
Bego, Padukuhan Kedungbueng, Kalurahan Wukirsari, Kapanewon Imogiri, Kabupaten
Bantul, Minggu (6/2/2022). Sejumlah penumpang tewas dalam kejadian itu.

 Dari pantauan

 Kasat Lantas Polres Bantul AKP Gunawan Setiyabudi mengatakan, jumlah penumpang
40 orang. Mereka berasal dari Solo, Jawa Tengah.

 ""Penumpangnya 40 orang, iya MD (meninggal dunia) di TKP 4 orang. Kemungkinan
bertambah karena kita masih mendata di rumah sakit,"" kata Gunawan, Minggu
(6/2/2022).

 ""(Rombongan) Dari Solo, informasinya dari Dlingo mau ke Parangtritis,"" lanjut
Gunawan.

 Menyoal penyebab bus terperosok dan menabrak tebing, Gunawan belum bisa
memastikan. Menurutnya, ada kemungkinan sopir tidak menguasai medan. Sedangkan
kemungkinan yang kedua karena rem blong.

 ""Kemungkinan rem blong dan sopir membanting ke kanan menabrak tebing,""
katanya.

 "
"Mobil Ini Nyangkut di Pohon Setelah Ditabrak Dump Truk di Sidoarjo

","Minggu, 06 Feb 2022 13:53 WIB

","Mobil Ini Nyangkut di Pohon Setelah Ditabrak Dump Truk di Sidoarjo

Kecelakaan itu terjadi sekitar pukul 09.00 WIB. Ertiga nopol W 1880 VL itu
dikemudikan oleh Khoiril (29) warga Desa, Sidoarjo.

 Anggota Lantas Polsek porong Aiptu Teguh mengatakan kecelakaan berawal saat
Ertiga Nopol berjalan dari arah Surabaya ke Malang. Di posisi jalur paling
kanan pada saat bersamaan ada dua dump truk yang saling kejar-kejaran.

 ""Tiba-tiba di depan mobil Suzuki Ertiga ada pengendara sepeda motor. Sehingga
pengemudi mobil Suzuki menghindari sepeda motor. Banting ke kiri ditabrak dump
truk,"" kata Teguh kepada detikJatim di lokasi, Minggu (6/2/2022).

 Teguh menjelaskan setelah banting setir ke kiri, Ertiga ditabrak salah satu
dump truk hingga sempat terseret 10 meter. Di dalam Ertiga sendiri ada lima
orang termasuk sopir.

 ""Dari keterangan pengemudi dia menghindari dorongan dari dump truk. Sehingga
mobil Suzuki melompati saluran air hingga nangkring ke pohong,"" jelas Teguh.

 Teguh menambahkan

 ""Alhamdulillah dari musibah kecelakaan itu tidak ada korban jiwa,"" tandas
Teguh.

 "
"Sebelum Tabrak Tebing, Bus Wisata di Imogiri Sempat Alami Gangguan

","Minggu, 06 Feb 2022 18:56 WIB

","Sebelum Tabrak Tebing, Bus Wisata di Imogiri Sempat Alami Gangguan

Polisi menyebut ada 4 orang yang meninggal akibat laka tunggal di sekitar
Bukit Bego, Padukuhan Kedungbueng, Kalurahan Wukirsari, Kapanewon Imogiri,
Bantul. Polisi menyebut data tersebut masih bisa berkembang karena saat ini
masih dalam pendataan.

 ""Data sementara penumpang 40 orang, kemudian dari laporan awal di TKP ada 4
meninggal dunia. Tapi ini masih data sementara ya, karena kemungkinan bisa
bertambah,"" kata Kapolres Bantul AKBP Ihsan, Minggu (6/2/2022) malam.

 Menurutnya, penumpang yang mengalami luka dilarikan ke 3 rumah sakit di
Bantul.

 ""Korban-korban lain masih dirawat di rumah sakit seperti Panembahan Senopati,
Nur Hidayah, dan PKU Bantul,"" ujarnya.

 Ihsan menjelaskan, kecelakaan tunggal bus wisata itu terjadi sekitar pukul
14.00 WIB. Berdasarkan keterangan dari saksi yang dia peroleh, bus itu sempat
mengalami gangguan di tanjakan di jalan Dlingo-Imogiri sehingga beberapa
penumpangnya harus turun.

 ""Setelah bisa naik kembali, penumpangnya naik lagi. Setelah tanjakan ini kan
turunan, nah di situ bus oleng. Ini baru kami cek apakah remnya bermasalah,""
ucapnya.

 Ihsan melanjutkan, bus dari Solo itu kemungkinan hendak melakukan perjalanan
wisata dari Dlingo ke Parangtritis.

 ""Bus rombongan dari Solo, rencana dari Dlingo mau ke Parangtritis. Pada saat
menuju Imogiri terjadi kecelakaan tunggal sehingga beberapa korban meninggal
dunia,"" ujarnya.

 "
"Bus Tabrak Tebing di Bantul, Piknik Buruh Konveksi Berujung Nahas

","Minggu, 06 Feb 2022 20:58 WIB

","Bus Tabrak Tebing di Bantul, Piknik Buruh Konveksi Berujung Nahas

Sebuah bus yang mengangkut rombongan karyawan perusahaan konveksi asal
Kabupaten Sukoharjo menabrak tebing di kawasan Bukit Bego, Jalan Dlingo-
Imogiri, Kabupaten Bantul, DIY, Minggu (6/2/2022) siang. Kecelakaan tunggal
itu menyebabkan belasan penumpang tewas.

 Menurut informasi yang dihimpun

 Kepala Desa Mranggen, Darmadi, membenarkan informasi tersebut. Perusahaan
konveksi yang mengajak karyawannya piknik itu berasal dari desanya.

 ""Iya betul, itu karyawan perusahaan konveksi di Mranggen, punya Mas Agus. Tapi
karyawannya tidak semua warga Mranggen,"" kata Darmadi saat dihubungi wartawan,
Minggu (6/2/2022).

 Terkait jumlah korban, Darmadi mengaku masih belum mengetahui secara pasti.
""Informasinya masih belum valid, ada berapa yang meninggal,"" ujarnya.

 Sebelumnya, 13 penumpang dikabarkan tewas dalam peristiwa kecelakaan tersebut.
Data jumlah korban tewas itu disampaikan oleh Bupati Bantul, Abdul Halim
Muslih.

 ""Kami merawat pasien di beberapa RS. Di RS Panembahan Senopati, 20 orang
dirawat, 7 meninggal, 4 luka berat, 2 luka sedang, dan 7 luka ringan. Di RS
PKU Bantul 5 MD (meninggal dunia), dan di RS Nurul Hidayat 1 MD. Sehingga
total 13 MD (meninggal dunia), lainnya luka sedang, berat, dan ringan. Sisanya
selamat,"" kata Bupati Bantul Abdul Halim Muslih kepada wartawan di Bantul,
Minggu (6/2/2022).

 Pemkab Bantul hari ini melakukan perawatan intensif pasien di seluruh RS
utamanya. Untuk korban ringan, jika memungkinkan akan dipulangkan ke Kabupaten
Sukoharjo, Jawa Tengah. Adapun korban selamat dipulangkan ke Sukoharjo dengan
kendaraan yang disediakan Pemkab Bantul.

 "
"Belasan Korban Tewas dalam Kecelakaan Bus di Bantul, Ini Daftarnya

","Minggu, 06 Feb 2022 22:07 WIB

","Belasan Korban Tewas dalam Kecelakaan Bus di Bantul, Ini Daftarnya

Belasan penumpang tewas dalam kecelakaan tunggal sebuah bus pariwisata di
Padukuhan Kedungbuweng, Kalurahan Wukirsari, Kapanewon Imogiri, Bantul. Saat
ini jenazah berada di 3 rumah sakit di Bantul.

 Selain itu, puluhan penumpang lain juga harus menjalani perawatan di rumah
sakit akibat luka-luka yang diderita.

 ""Korban meninggal dunia sebanyak 13 orang, ada yang di TKP dan saat perawatan
di Rumah Sakit. Kemudian korban luka sebanyak 34 orang saat ini dirawat di 3
rumah sakit, yakni RSUD Panembahan Senopati, RS Nur Hidayah dan ketiga RS PKU
Muhammadiyah Bantul,"" kata Kapolres Bantul AKBP Ihsan, Minggu (6/2/2022).

 Kepala Subbag Hukum, Pemasaran dan Kemitraan RS Panembahan Senopati (RSPS)
Bantul Siti Rahayu Ningsih menambahkan, bahwa tadi pihaknya menerima 20
korban. Dari jumlah itu 7 orang meninggal dunia (MD).

 ""Kami menerima 20 korban dengan rincian luka ringan 7 orang, luka sedang 2,
luka berat 4 orang dan MD 7 orang. Dari 7 orang, yang MD 1 di tempat dan 6 DOA
(meninggal dunia dalam perjalanan ke rumah sakit),"" ujarnya.

 Manager Humas PKU Muhammadiyah Bantul, Wahyu Priyono mengungkapkan pihaknya
menangani 16 korban. Dari jumlah tersebut, 5 orang meninggal dunia.

 ""Kami terima 16 korban, dan saat ini kami masih merawat 10 korban dengan
kondisi cidera kepala ringan hingga berat. Selain itu, satu orang boleh pulang
dan 5 orang meninggal dunia,"" katanya.

 1\. Sugiyono Notodiharjo (L) 59 th

 "
"Suasana Pengalihan Lalin Dampak Truk Tronton Vs Trailer di Boyolali

","Sabtu, 05 Feb 2022 12:49 WIB

","Suasana Pengalihan Lalin Dampak Truk Tronton Vs Trailer di Boyolali

Kanit Laka Satlantas Polres Boyolali, Ipda Budi Budi Purnomo, menjelaskan
pengalihan arus lalin dari arah Solo yakni untuk kendaraan kecil dialihkan
melalui Butuh, Mojosongi, mulai dari Pasar Mojosongo lama. Selanjutnya
kendaraan besar dialihkan mulai pertigaan Wika, Mojosongo ke utara.

 ""Pintu tol ke barat tembus Alun-alun Lor ke selatan lagi hingga pertigaan
Tegalwire ke barat di Jalan Solo-Semarang lagi,"" kata Budi, kepada

 Peristiwa kecelakaan ini terjadi pukul 05.00 WIB tadi. Kecelakaan ini tepatnya
berada di bukaan median jalan depan sirkuit gokart Mojosongo, atau timur
Mapolres Boyolali. Budi menerangkan kecelakaan bermula ketika truk
trontonbernopol B 9144 TEV yang hendak putar balik di bukaan median jalan.
Kemudian truk trailer bernopol H 1758 AR yang melaju dari arah barat ke timur
menabrak truk trontontersebut.

 Akibatnya truk boks bermuatan permen itu terguling menimpa tiang lampu
penerangan jalan hingga roboh.

 Pantauan

 Petugas dan relawan juga terlihat membersihkan pecahan kaca yang berserakan di
tengah jalan itu. Pada pukul 09.05 WIB, arus lalu lintas di lokasi kejadian
terlihat sudah lancar kembali.

 Kasat Lantas Polres Boyolali, AKP Yuli Anggraeni, mengatakan kecelakaan
tersebut diduga akibat kurang kehati-hatiannya sopir truk tronton saat hendak
memutar balik dan tidak melihat arus kendaraan di jalur utama.

 

 "
"Nahas Anggota TNI di Jombang, Tewas dalam Kecelakaan Saat Berangkat Kerja

","Sabtu, 05 Feb 2022 10:17 WIB

","Nahas Anggota TNI di Jombang, Tewas dalam Kecelakaan Saat Berangkat Kerja

Korban meninggal di rumah sakit akibat luka parah setelah terlindas roda
belakang truk.

 Kanit Laka Satlantas Polres Jombang Iptu Fadhilah mengatakan peristiwa ini
berawal saat truk Fuso Mitsubishi nopol E 9551 AE melaju dari barat ke timur
atau dari arah Jombang menuju Mojokerto. Truk yang dikemudikan Hadi Lukman
(52), warga Kelurahan Kebonbaru, Kejaksan, Kota Cirebon itu melaju di lajur
kanan jalan Nasional Madiun-Surabaya.

 Sedangkan korban, HR (53) melaju searah di lajur kiri mengendarai sepeda motor
Honda Vario nopol S 4205 OR. Anggota TNI warga Desa Tejo, Mojoagung, Jombang
ini dalam perjalanan ke tempat dinasnya di Surabaya.

 ""Truk Fuso pindah ke lajur kiri kurang memperhatikan kendaraan di sebelah
kirinya. Sehingga bagian kolong gandengan truk menabrak sepeda motor korban,""
kata Fadhilah kepada wartawan, Jumat (4/2/2022).

 Kecelakaan ini terjadi sekitar pukul 04.30 WIB. Akibat tersenggol truk
gandeng, HR terjatuh dari sepeda motornya. Nahas, tubuh korban terlindas roda
belakang truk hingga menderita luka parah.

 Saat itu, korban yang merupakan warga Desa Tejo, Mojoagung, Jombang ini dalam
perjalanan ke tempat dinasnya di Surabaya.

 Akibat tersenggol truk gandeng, HR terjatuh dari motor. Nahas, tubuh korban
terlindas roda belakang truk hingga menderita luka parah. Korban oleh warga
segera dievakuasi ke RS Muhammadiyah Jombang.

 ""Korban meninggal dunia di RS Muhammadiyah Jombang,"" terang Fadhilah.

 Polisi telah melakukan olah TKP dan menggali keterangan para saksi terkait
kecelakaan maut tersebut. Truk Fuso beserta sopirnya dan sepeda motor korban
diamankan di kantor Unit Laka Satlantas

 "
"Ditabrak Trailer, Truk Tronton Terguling di Jalan Semarang-Solo

","Sabtu, 05 Feb 2022 08:04 WIB

","Ditabrak Trailer, Truk Tronton Terguling di Jalan Semarang-Solo

Kecelakaan terjadi di Jalan Semarang-Solo, Boyolali, Jawa Tengah pagi tadi.
Badan truk tronton terguling di tengah jalan akibat ditabrak truk trailer.

 Tak ada korban jiwa maupun luka dalam kejadian ini. Namun arus lalu lintas
Jalan Semarang-Solo, tersendat dari kedua arah. Arus lalu lintas dari arah
Solo ke Semarang dialihkan.

 ""Kejadiannya tadi sekitar jam 05.00 WIB,"" kata Kanit Laka Satlantas Polres
Boyolali, Ipda Budi Budi Purnomo, kepada

 Lokasi kejadian tepatnya di bukaan median jalan depan sirkuit gokart
Mojosongo, atau timur Mapolres Boyolali. Budi menjelaskan kecelakaan tersebut
bermula ketika truk tronton boks bernopol B 9144 TEV, yang dikemudikan AA Yaya
(51) warga Antapani, Bandung itu melaju dari arah Solo menuju Semarang. Sampai
di lokasi kejadian, dia hendak berputar arah di bukaan median jalan.

 Belum berhasil putar balik, truk tronton itu ditabrak truk trailer bernopol H
1758 AR, yang melaju dari arah Semarang ke Solo atau barat ke timur. Truk
trailer itu dikemudikan Sugiyarto (55) warga Bango, Demak Kota, Demak.

 ""(Truk tronton) ditabrak truk trailer yang dari barat ke timur,"" jelas Budi.

 Pantauan

 Petugas Satlantas Polres Boyolali langsung mendatangi lokasi kejadian dan
melakukan rekayasa arus agar tidak macet. Arus lalu lintas dari arah Semarang
ke Solo dilewatkan di lokasi kejadian yang tersisa satu lajur itu.

 "
"Truk Trailer Vs Tronton Boyolali, Arus Lalin dari Arah Semarang Disetop

","Sabtu, 05 Feb 2022 09:29 WIB

","Truk Trailer Vs Tronton Boyolali, Arus Lalin dari Arah Semarang Disetop

Pantauan

 Antrean panjang kendaraan pun terlihat cukup panjang. Bahkan, sebagian
pengguna jalan memilih putar balik untuk mencari jalan lain.

 Proses evakuasi pertama truk trailer yang menabrak tronton ditarik mundur.
Kemudian truk tronton berusaha didirikan lagi menggunakan dua truk derek dan
bantuan satu truk tronton untuk menahan derek.

 Sekitar pukul 08.40 WIB, truk tronton muatan permen itu akhirnya berhasil
dievakuasi. Pantauan pukul 08.50 WIB, ini arus lalu lintas dari arah Semarang
ke Solo masih disetop.

 Diberitakan sebelumnya, peristiwa kecelakaan tersebut terjadi pukul 05.00 WIB
tadi. Kecelakaan ini tepatnya berada di bukaan median jalan depan sirkuit
gokart Mojosongo, atau timur Mapolres Boyolali. Hingga pukul 08.16 WIB, truk
tronton yang terguling akibat kecelakaan itu masih belum dievakuasi.

 Kanit Laka Satlantas Polres Boyolali, Ipda Budi Budi Purnomo menerangkan
kecelakaan bermula ketika truk tronton yang hendak putar balik di bukaan
median jalan.

 ""Jadi truk boks itu dari timur ke barat hendak putar balik di bukaan median
jalan, tapi belum berhasil putar balik, ditabrak truk trailer yang dari barat
ke timur,"" jelas Budi.

 Akibatnya truk boks bermuatan permen itu terguling menimpa tiang lampu
penerangan jalan hingga roboh.

 "
"Warga Keluhkan Banyak Lubang di Jalan Banyuurip Surabaya

","Sabtu, 05 Feb 2022 08:54 WIB

","Warga Keluhkan Banyak Lubang di Jalan Banyuurip Surabaya

Izmi, salah satu pengendara roda dua melaporkan banyak lubang di Jalan
Banyuurip. Tepatnya setelah Pasar Asem menuju Pasar Kembang.

 ""Banyak lubang, saya lihat sekitar 15-an. Ini sudah lama, mungkin karena ada
pekerjaan proyek di sekitar Pasar Asem yang menyebabkan jalanan lubang,"" Kata
Izmi kepada

 Izmi menyebut, diameter lubang di kawasan Banyuurip bervariasi. Ia khawatir
lubang-lubang itu menjadi penyebab kecelakaan. Ia berharap segera ada
perbaikan.

 "
"3 Fakta Sopir Mobil Loreng 'Provost FBI' Medan Jadi Tersangka

","Sabtu, 05 Feb 2022 06:46 WIB

","3 Fakta Sopir Mobil Loreng 'Provost FBI' Medan Jadi Tersangka

Polisi telah menyelidiki kasus kecelakaan yang melibatkan satu unit mobil
dengan corak loreng berlogo 'Provost FBI'. Mobil tersebut menabrak sejumlah
pemotor di

 Peristiwa itu terjadi di Jalan Karya Jaya, Johor, Medan pada Selasa (1/2)
sore. Rekaman detik-detik kecelakaan itu sempat viral di media sosial.

 Dalam video viral itu terlihat mobil pelaku berwarna hitam. Namun, ada corak
loreng-loreng di mobil tersebut.

 Selain itu di mobil tersebut pun tertera tulisan 'Provost Forum Batak
Intelektual' serta 'FBI'. Ada tulisan FBI DPC Kota Medan di pintu mobil
tersebut.

 Polisi mengatakan imbas kejadian tersebut satu orang dinyatakan meninggal
dunia.

 ""Pengendara sepeda motor bernama Dimas Ikhsan Erlangga mengalami luka di
kepala sebelah kiri dan meninggal dunia,"" kata Kabid Humas Polda Sumatera
Utara Kombes Hadi Wahyudi saat dihubungi Rabu (2/2).

 Kecelakaan maut yang melibatkan satu unit mobil loreng berlogo 'Provost FBI'
di Medan telah diusut pihak kepolisian. Satu orang pengendara motor tewas
akibat kecelakaan tersebut.

 Kabid Humas

 ""Posisi sepeda motor berada di depan mobil dan ketika mendekati simpang Jalan
Karya Bakti, diduga pengendara mobil kurang hati-hati kemudian menabrak
beberapa sepeda motor yang berada di depannya,"" tutur Hadi.

 

 "
"Truk Tabrak Pemotor dan Seruduk Rumah Warga di Sumedang

","Sabtu, 05 Feb 2022 23:34 WIB

","Truk Tabrak Pemotor dan Seruduk Rumah Warga di Sumedang

Sebuah truk menabrak sepeda motor untuk kemudian menyeruduk sebuah rumah warga
di Kelurahan Situ, Kecamatan Sumedang Utara, Sabtu (5/2/2022) malam. Tidak ada
korban tewas dalam kejadian itu namun dua orang mengalami luka berat.

 Truk warna merah tanpa muatan dengan nomor polisi Z 9150 DR yang datang dari
arah Bundaran Alamsari ke arah Terminal Ciakar Sumedang tersebut, diketahui
warga melaju sangat kencang.

 Truk yang dikemudikan oleh Jaka Purnama (22) tersebut sudah tampak oleng dari
kejauhan hingga akhirnya menabrak seorang pengendara motor matic bernomor
polisi Z 2321 AS yang dikendarai oleh Ade Surahman (50).

 Truk tersebut baru terhenti setelah menyeruduk rumah milik Dedeh (58) yang
posisinya berada di bawah badan jalan.

 Hendrik, warga setempat mengatakan, kejadian tersebut terjadi sekitar pukul
18.30 WIB. Saat kejadian, ia yang sedang berada di dalam rumah dikejutkan oleh
suara benturan sangat keras.

 ""Pas saya keluar tiba-tiba saya melihat sebuah truk yang sudah menabrak bagian
depan rumah tetangga saya bernama ibu Dedeh,"" ungkapnya kepada detikcom yang
rumahnya sangat dekat dengan lokasi kejadian.

 Saat kejadian, kata Hendrik, pemilik rumah pun nyaris menjadi korban lantaran
sedang berada di dalam rumah.

 ""Ibu Dedeh hampir juga jadi korban tapi alhandulillahnya selamat. Namun meski
begitu ibu Dedeh tampak masih trauma akibat kejadian ini,"" ujarnya.

 Sebelum kejadian, Hendrik pun sempat mendengar bunyi kencang dari laju
kendaraan truk tersebut. Kemudian, ia pun mendengar suara benturan yang cukup
keras hingga kemudian diketahui telah menabrak seorang pengendara motor.

 ""Dari jauh juga sudah kedenger bunyi gemericit roda gitu dan terdengar juga
bunyi nabrak gitu dan setelah dilihat ternyata sebelum menyeruduk rumah sempat
menghantam sepeda motor dulu, menurut warga yang melihat truk ini dari jauh
juga sudah oleng saat melaju,"" ujar dia.

 Ia mengatakan, ketiga penumpang yang berada di dalam truk tersebut diduga
dibawah pengaruh minuman beralkohol. Hal itu diketahui berdasarkan penuturan
warga saat menolong untuk mengeluarkan ketiganya dari ruang kemudi truk.

 ""Kata warga yang ikut menolong, kondisi sopir dan dua rekannya yang berada di
dalam truk itu kemungkinan lagi mabuk, karena mulut ketiganya bau alkohol saat
ditolong,"" ujarnya.

 Hal senada diungkapkan oleh Osep, salah satu warga yang turut membantu saat
mengevakuasi ketiga penumpang truk tersebut. ""Iya pas kita bantu, sopir dan
dua temannya pada bau alkohol dari nafasnya,"" kata dia.

 Akibat kejadian itu, pengendara motor mengalami luka berat, begitupun dengan
sopir truk yang sempat terimpit di ruang kemudinya. Keduanya pun langsung
dilarikan ke RSUD Sumedang. Sementara untuk dua orang rekan sopir dikabarkan
selamat.

 ""Pemotor luka berat karena kencang tabrakannya, dan yang di dalam truk itu ada
tiga orang, yang luka berat si sopirnya,"" terang dia.

 Hingga berita ini ditulis, polisi masih berupa mengevakuasi kendaraan truk
yang menabrak bagian depan rumah warga tersebut. Kondisi rumah warga dibagian
depan tampak hancur, begitu pun dengan ruang kemudi truk tersebut yang tampak
ringsek.

 "
"Truk Tubruk Mobil dan 2 Motor di Lampu Merah Situbondo, 1 Orang Tewas

","Sabtu, 05 Feb 2022 20:00 WIB

","Truk Tubruk Mobil dan 2 Motor di Lampu Merah Situbondo, 1 Orang Tewas

Dalam informasi yang dihimpun, kecelakaan terjadi di lampu merah Jalan PB
Sudirman sekitar pukul 10.00 WIB.

 Kecelakaan melibatkan truk bernopol DK 8218 LA yang dikemudikan oleh Sang Made
(44), warga Buleleng, Bali. Lalu sepeda motor P 5630 ED yang dikendarai M Isro
(40) warga Panarukan, Situbondo. Lalu sepeda motor P 2912 FK yang dikendarai
Aris Tri (18) warga Suboh, Situbondo. Yang terakhir mobil D 1365 KB yang
dikemudikan Hanif (35), warga Bandung.

 M Isro meninggal dalam perawatan di rumah sakit. Sementara korban lainnya
mengalami luka-luka.

 ""Iya betul. Kejadiannya di simpang empat atau lampu merah Jalan PB Sudirman
tadi,"" kata Kasat Lantas Polres Situbondo AKP Anindita Harcahyaningdyah kepada

 Salah seorang saksi mata, Yono mengatakan, truk melaju dari arah barat. Lalu
menabrak minibus yang sedang berhenti karena lampu merah.

 ""Di belakang minibus ada sepeda motor yang berhenti. Jadi 2 sepeda motor itu
terjepit di antara minibus dan truk yang menghantam dari belakang,"" pungkas
Yono.

 "
"Tabrakan Speedboat di Telaga Sarangan, Satu Orang Hilang Tenggelam

","Sabtu, 05 Feb 2022 20:31 WIB

","Tabrakan Speedboat di Telaga Sarangan, Satu Orang Hilang Tenggelam

Kepala Pelaksana BPBD Kabupaten Magetan Ari Budi mengatakan, saat ini korban
masih dalam proses pencarian.

 ""Iya betul (kecelakaan air) di Telaga Sarangan. Ini masih pencarian,"" ujar Ari
saat dihubungi detikjatim, Sabtu (5/2/2022).

 Korban yang tenggelam, kata Ari, yakni seorang pengemudi speedboat bernama
Darmin, warga Desa Ngancar, Plaosan. Korban bertabrakan dengan speedboat lain.

 ""Korban Darmin warga Plaosan, pengemudi speedboat bertabrakan dengan sesama
speedboat,"" imbuh Ari.

 Kapolsek Plaosan AKP Munir membenarkan kecelakaan air itu. Hingga pukul 18.30
WIB, BPBD bersama Polri dan TNI masih melakukan pencarian korban.

 ""Betul sesama speedboat bertabrakan dan satu orang dilaporkan hilang dalam
pencarian. Ini masih pencarian,"" jelas Munir.

 Munir menambahkan, saat ini polisi masih fokus pencarian dan meminta
keterangan saksi terkait kronologi detail kecelakaan air itu.

 ""Kronologi kita masih mintai keterangan saksi ya. Nanti kita kabari,""
pungkasnya.

 "
"Sopir Truk Ngantuk hingga Tubruk Mobil-Motor di Situbondo dan 1 Orang Tewas

","Sabtu, 05 Feb 2022 21:09 WIB

","Sopir Truk Ngantuk hingga Tubruk Mobil-Motor di Situbondo dan 1 Orang Tewas

Itu seperti yang disampaikan Kasat Lantas Polres Situbondo AKP Anindita
Harcahyaningdyah. Kecelakaan terjadi di lampu merah Jalan PB Sudirman sekitar
pukul 10.00 WIB.

 ""Sebenarnya lajunya truk itu gak begitu kencang, karena di dalam kota. Tapi
karena kondisi ngantuk, ya nyelonong aja,"" kata Anindita, kepada

 Kecelakaan melibatkan truk bernopol DK 8218 LA yang dikemudikan oleh Sang Made
(44), warga Buleleng, Bali. Lalu sepeda motor P 5630 ED yang dikendarai M Isro
(40) warga Panarukan, Situbondo. Lalu sepeda motor P 2912 FK yang dikendarai
Aris Tri (18) warga Suboh, Situbondo. Yang terakhir mobil D 1365 KB yang
dikemudikan Hanif (35), warga Bandung.

 M Isro meninggal dalam perawatan di rumah sakit. Sementara korban lainnya
mengalami luka-luka.

 Salah seorang saksi mata, Yono mengatakan, truk melaju dari arah barat. Lalu
menabrak minibus yang sedang berhenti karena lampu merah.

 ""Di belakang minibus ada sepeda motor yang berhenti. Jadi 2 sepeda motor itu
terjepit di antara minibus dan truk yang menghantam dari belakang,"" pungkas
Yono.

 "
"Mobil Ngebut Tabrak Tumpukan Batu dan Truk di Sumut, 6 Orang Tewas

","Kamis, 03 Feb 2022 18:04 WIB

","Mobil Ngebut Tabrak Tumpukan Batu dan Truk di Sumut, 6 Orang Tewas

Satu unit mobil mengalami

 ""Pengemudi dan penumpang mobil meninggal dunia di tempat terjadinya kecelakaan
lalu lintas tersebut,"" kata Dirlantas Polda Sumut Kombes Valentino Tatareda,
Kamis (3/2/2022).

 Kecelakaan ini terjadi pada dini hari tadi pukul 01.00 WIB. Enam orang korban
tewas pada kecelakaan ini adalah Obet Simamora, Roy Waldo Simamora, Yulita
Manalu, Sulhan Efendi Tarihoran, Friska Manulang, dan Caca.

 ""Mobil melaju dengan kecepatan tinggi sehingga menabrak tumpukan batu yang
berada di

 Pejabat Humas Polres Humbahas Aipda SB Lolo Bako mengatakan mobil yang melaju
kencang itu terbalik dan terseret sejauh 12 meter. Mobil itu berhenti setelah
menabrak mobil di depannya.

 ""Mobil tersebut terbalik dan terseret kurang-lebih 12 meter,"" ujar Lolo.

 Lolo mengatakan pihaknya masih menyelidiki penyebab kecelakaan ini. Sejumlah
saksi yang berada di sekitar lokasi dimintai keterangan oleh kepolisian.

 ""Kita sudah melakukan olah TKP, meminta keterangan saksi dan tim TAA (

 "
